id	name	status
cpd00023	L-Glutamate-e0	TRUE
cpd00027	D-Glucose-e0	TRUE
cpd00028	Heme-e0	FALSE
cpd00039	L-Lysine-e0	FALSE
cpd00041	L-Aspartate-e0	TRUE
cpd00048	Sulfate-e0	FALSE
cpd00051	L-Arginine-e0	TRUE
cpd00053	L-Glutamine-e0	TRUE
cpd00064	Ornithine-e0	TRUE
cpd00108	Galactose-e0	FALSE
cpd00118	Putrescine-e0	TRUE
cpd00119	L-Histidine-e0	FALSE
cpd00129	L-Proline-e0	TRUE
cpd00154	Xylose-e0	TRUE
cpd00156	L-Valine-e0	TRUE
cpd00161	L-Threonine-e0	TRUE
cpd00179	Maltose-e0	FALSE
cpd00209	Nitrate-e0	FALSE
cpd00224	L-Arabinose-e0	TRUE
cpd00244	Ni2+-e0	FALSE
cpd00264	Spermidine-e0	FALSE
cpd00268	H2S2O3-e0	FALSE
cpd00266	Carnitine-e0	FALSE
cpd03424	Vitamin B12-e0	FALSE
cpd03724	Ferrichrome-e0	FALSE
cpd08305	crotonobetaine-e0	FALSE
cpd00092	Uracil-e0	FALSE
cpd00309	XAN-e0	FALSE
cpd00311	Guanosine-e0	FALSE
cpd00130	L-Malate-e0	TRUE
cpd00137	Citrate-e0	TRUE
cpd00035	L-Alanine-e0	TRUE
cpd00220	Riboflavin-e0	FALSE
cpd00084	L-Cysteine-e0	TRUE
cpd00107	L-Leucine-e0	TRUE
cpd00322	L-Isoleucine-e0	TRUE
cpd00069	L-Tyrosine-e0	TRUE
cpd00644	PAN-e0	FALSE
cpd00246	Inosine-e0	TRUE
cpd00182	Adenosine-e0	TRUE
cpd00013	NH3-e0	FALSE
cpd00139	Glycolate-e0	TRUE
cpd00029	Acetate-e0	TRUE
cpd04098	Arsenite-e0	FALSE
cpd00132	L-Asparagine-e0	TRUE
cpd11595	chromate-e0	FALSE
cpd00047	Formate-e0	TRUE
cpd00082	D-Fructose-e0	TRUE
cpd00106	Fumarate-e0	TRUE
cpd00276	GLUM-e0	TRUE
cpd00870	gamma-butyrobetaine-e0	FALSE
cpd00222	GLCN-e0	TRUE
cpd00540	BET-e0	FALSE
cpd00033	Glycine-e0	TRUE
cpd00121	L-Inositol-e0	FALSE
cpd00208	LACT-e0	FALSE
cpd00159	L-Lactate-e0	FALSE
cpd01262	Amylotriose-e0	FALSE
cpd00138	D-Mannose-e0	FALSE
cpd00060	L-Methionine-e0	FALSE
cpd00141	Propionate-e0	TRUE
cpd00036	Succinate-e0	TRUE
cpd00065	L-Tryptophan-e0	FALSE
cpd00280	D-Galacturonate-e0	FALSE
cpd01217	Xanthosine-e0	TRUE
cpd00211	Butyrate-e0	FALSE
cpd00098	Choline-e0	TRUE
cpd00277	Deoxyguanosine-e0	FALSE
cpd00221	D-Lactate-e0	TRUE
cpd01107	Decanoate-e0	TRUE
cpd01741	ddca-e0	TRUE
cpd03847	Myristic acid-e0	FALSE
cpd15298	tetradecenoate-e0	FALSE
cpd00214	Palmitate-e0	FALSE
cpd15237	hexadecenoate-e0	FALSE
cpd01080	ocdca-e0	FALSE
cpd15269	octadecenoate-e0	FALSE
cpd01113	Hexanoate-e0	TRUE
cpd03846	octanoate-e0	TRUE
cpd00531	Hg2+-e0	FALSE
cpd01399	Maltotetraose-e0	FALSE
cpd00794	TRHL-e0	FALSE
cpd00305	Thiamin-e0	FALSE
cpd04097	Pb-e0	FALSE
cpd00489	4-Hydroxyphenylacetate-e0	FALSE
cpd00185	D-Arabinose-e0	FALSE
cpd00010	CoA-e0	FALSE
cpd15494	Maltoheptaose-e0	FALSE
cpd00054	L-Serine-e0	TRUE
cpd11976	Maltodextrin-e0	FALSE
cpd00832	N-Acetyl-D-chondrosamine-e0	FALSE
cpd00153	Benzoate-e0	FALSE
cpd00100	Glycerol-e0	TRUE
cpd00380	Itaconate-e0	FALSE
cpd00152	Agmatine-e0	FALSE
cpd00006	NADP-e0	FALSE
cpd01048	Arsenate-e0	FALSE
cpd00281	GABA-e0	TRUE
cpd00314	D-Mannitol-e0	FALSE
cpd02733	Deoxycholate-e0	FALSE
cpd01354	beta-Lactose-e0	FALSE
cpd03808	Lacto-N-biose-e0	FALSE
cpd11842	core3-e0	FALSE
cpd00122	acgam-e0	FALSE
cpd21520	Tn_antigen-e0	FALSE
cpd02992	core4-e0	FALSE
cpd90017	Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)-e0	FALSE
cpd01981	5-Methylthio-D-ribose-e0	FALSE
cpd00073	Urea-e0	FALSE
cpd01861	(R)-1,2-Propanediol-e0	TRUE
cpd00453	1,2-Propanediol-e0	TRUE
cpd00071	Acetaldehyde-e0	TRUE
cpd00150	HCN-e0	FALSE
cpd08021	DMSO-e0	FALSE
cpd00450	Methyl sulfide-e0	FALSE
cpd00363	Ethanol-e0	TRUE
cpd00055	Formaldehyde-e0	TRUE
cpd00448	D-Glyceraldehyde-e0	TRUE
cpd00025	H2O2-e0	FALSE
cpd00239	H2S-e0	FALSE
cpd11640	H2-e0	FALSE
cpd00359	indol-e0	FALSE
cpd00659	Nitrous oxide-e0	FALSE
cpd00418	NO-e0	FALSE
cpd00371	Propanal-e0	FALSE
cpd00811	(CH3)3NO-e0	FALSE
cpd01024	Methane-e0	FALSE
