id	name	status
cpd00794	TRHL-e0	FALSE
cpd00023	L-Glutamate-e0	TRUE
cpd00027	D-Glucose-e0	FALSE
cpd00028	Heme-e0	TRUE
cpd00039	L-Lysine-e0	TRUE
cpd00041	L-Aspartate-e0	TRUE
cpd00048	Sulfate-e0	FALSE
cpd00051	L-Arginine-e0	FALSE
cpd00053	L-Glutamine-e0	TRUE
cpd00064	Ornithine-e0	TRUE
cpd00073	Urea-e0	TRUE
cpd00098	Choline-e0	FALSE
cpd00105	D-Ribose-e0	TRUE
cpd00108	Galactose-e0	FALSE
cpd00118	Putrescine-e0	TRUE
cpd00119	L-Histidine-e0	TRUE
cpd00129	L-Proline-e0	TRUE
cpd00154	Xylose-e0	FALSE
cpd00156	L-Valine-e0	TRUE
cpd00161	L-Threonine-e0	TRUE
cpd00179	Maltose-e0	FALSE
cpd00209	Nitrate-e0	FALSE
cpd00224	L-Arabinose-e0	FALSE
cpd00244	Ni2+-e0	FALSE
cpd00264	Spermidine-e0	FALSE
cpd00268	H2S2O3-e0	FALSE
cpd00305	Thiamin-e0	TRUE
cpd00540	BET-e0	FALSE
cpd03424	Vitamin B12-e0	FALSE
cpd03724	Ferrichrome-e0	FALSE
cpd00092	Uracil-e0	TRUE
cpd00367	Cytidine-e0	TRUE
cpd00309	XAN-e0	TRUE
cpd00311	Guanosine-e0	TRUE
cpd00130	L-Malate-e0	TRUE
cpd00137	Citrate-e0	TRUE
cpd00035	L-Alanine-e0	TRUE
cpd00060	L-Methionine-e0	TRUE
cpd00220	Riboflavin-e0	TRUE
cpd00084	L-Cysteine-e0	TRUE
cpd00322	L-Isoleucine-e0	TRUE
cpd00069	L-Tyrosine-e0	TRUE
cpd00054	L-Serine-e0	TRUE
cpd00644	PAN-e0	TRUE
cpd00246	Inosine-e0	TRUE
cpd00182	Adenosine-e0	TRUE
cpd00013	NH3-e0	TRUE
cpd00020	Pyruvate-e0	TRUE
cpd00029	Acetate-e0	TRUE
cpd00132	L-Asparagine-e0	TRUE
cpd11595	chromate-e0	FALSE
cpd00082	D-Fructose-e0	TRUE
cpd00106	Fumarate-e0	TRUE
cpd00276	GLUM-e0	FALSE
cpd00870	gamma-butyrobetaine-e0	FALSE
cpd00222	GLCN-e0	FALSE
cpd00033	Glycine-e0	TRUE
cpd00121	L-Inositol-e0	TRUE
cpd00208	LACT-e0	FALSE
cpd00159	L-Lactate-e0	FALSE
cpd01262	Amylotriose-e0	FALSE
cpd00314	D-Mannitol-e0	FALSE
cpd00141	Propionate-e0	TRUE
cpd00396	L-Rhamnose-e0	FALSE
cpd00036	Succinate-e0	TRUE
cpd00065	L-Tryptophan-e0	TRUE
cpd01217	Xanthosine-e0	TRUE
cpd00211	Butyrate-e0	TRUE
cpd00751	L-Fucose-e0	FALSE
cpd00266	Carnitine-e0	FALSE
cpd00277	Deoxyguanosine-e0	TRUE
cpd00221	D-Lactate-e0	TRUE
cpd01107	Decanoate-e0	FALSE
cpd01741	ddca-e0	TRUE
cpd03847	Myristic acid-e0	FALSE
cpd15298	tetradecenoate-e0	FALSE
cpd00214	Palmitate-e0	FALSE
cpd15237	hexadecenoate-e0	FALSE
cpd01080	ocdca-e0	FALSE
cpd15269	octadecenoate-e0	FALSE
cpd01113	Hexanoate-e0	FALSE
cpd03846	octanoate-e0	FALSE
cpd00531	Hg2+-e0	FALSE
cpd01399	Maltotetraose-e0	FALSE
cpd00017	S-Adenosyl-L-methionine-e0	TRUE
cpd04097	Pb-e0	FALSE
cpd00489	4-Hydroxyphenylacetate-e0	TRUE
cpd00185	D-Arabinose-e0	FALSE
cpd00010	CoA-e0	TRUE
cpd15494	Maltoheptaose-e0	FALSE
