#BGC Name	Family Number
HQB-107_c00007_NODE_7_...region001	3
HQB-107_c00015_NODE_15...region001	6
HQB-429_c00001_NODE_1_...region002	6
HQB-491_c00006_NODE_6_...region001	6
HQB-111_c00001_NODE_1_...region001	14
HQB-10_region001	22
HQB-118_c00001_NODE_1_...region001	22
HQB-127_c00003_NODE_3_...region002	22
HQB-118_c00001_NODE_1_...region002	23
HQB-123_c00002_NODE_2_...region001	29
HQB-123_c00003_NODE_3_...region001	30
HQB-127_c00001_NODE_1_...region001	32
HQB-127_c00002_NODE_2_...region001	34
HQB-138_c00005_NODE_5_...region001	54
HQB-138_c00016_NODE_16...region001	55
HQB-138_c00023_NODE_23...region001	56
HQB-150_c00014_NODE_14...region001	58
HQB-345_c00006_NODE_6_...region001	58
HQB-410_c00009_NODE_9_...region002	58
HQB-471_c00013_NODE_13...region001	58
HQB-152_Chr1.region001	61
HQB-152_Chr1.region002	62
HQB-152_Chr1.region003	63
HQB-154_Chr1.region003	63
HQB-267_c00001_NODE_1_...region001	63
HQB-323_Chr1.region005	63
HQB-154_Chr1.region005	71
HQB-162_Chr1.region002	73
HQB-111_c00005_NODE_5_...region001	85
HQB-114_c00012_NODE_12...region001	85
HQB-171_c00010_NODE_10...region001	85
HQB-174_c00004_NODE_4_...region001	85
HQB-19_NODE_7_...region001	85
HQB-20_NODE_7_...region001	85
HQB-21_c00002_NODE_2_...region001	85
HQB-22_c00003_NODE_3_...region001	85
HQB-177_c00001_NODE_1_...region001	88
HQB-279_c00002_NODE_2_...region001	88
HQB-177_c00008_NODE_8_...region001	92
HQB-181_c00001_NODE_1_...region001	100
HQB-181_c00001_NODE_1_...region003	102
HQB-118_c00003_NODE_3_...region001	106
HQB-127_c00001_NODE_1_...region002	106
HQB-181_c00003_NODE_3_...region002	106
HQB-99_c00001_NODE_1_...region003	106
HQB-110_c00007_NODE_7_...region001	110
HQB-111_c00019_NODE_19...region001	110
HQB-171_c00003_NODE_3_...region001	110
HQB-19_NODE_16...region001	110
HQB-20_NODE_2_...region001	110
HQB-22_c00002_NODE_2_...region001	110
HQB-345_c00001_NODE_1_...region001	110
HQB-34_c00008_NODE_8_...region001	110
HQB-39_c00011_NODE_11...region001	110
HQB-491_c00004_NODE_4_...region002	110
HQB-70_Chr1.region001	110
HQB-91_c00001_NODE_1_...region001	110
HQB-19_NODE_3_...region001	113
HQB-21_c00003_NODE_3_...region001	113
HQB-22_c00002_NODE_2_...region002	113
HQB-345_c00002_NODE_2_...region001	113
HQB-347_c00003_NODE_3_...region001	113
HQB-399_c00004_NODE_4_...region001	113
HQB-428_c00010_NODE_10...region001	113
HQB-55_c00022_NODE_22...region001	113
HQB-200_c00002_NODE_2_...region003	118
HQB-200_c00005_NODE_5_...region003	123
HQB-21_c00001_NODE_1_...region001	134
HQB-226_Chr1.region002	139
HQB-226_Chr1.region004	141
HQB-19_NODE_4_...region001	142
HQB-20_NODE_6_...region001	142
HQB-22_c00001_NODE_1_...region001	142
HQB-267_c00003_NODE_3_...region001	153
HQB-267_c00006_NODE_6_...region003	159
HQB-267_c00020_NODE_20...region001	160
HQB-281_c00001_NODE_1_...region001	167
HQB-281_c00001_NODE_1_...region002	168
HQB-428_c00007_NODE_7_...region001	168
HQB-281_c00002_NODE_2_...region001	169
HQB-281_c00003_NODE_3_...region001	171
HQB-177_c00004_NODE_4_...region001	173
HQB-279_c00004_NODE_4_...region001	173
HQB-294_c00002_NODE_2_...region001	173
HQB-323_Chr1.region001	173
HQB-294_c00009_NODE_9_...region001	174
HQB-323_Chr1.region003	177
HQB-177_c00003_NODE_3_...region001	181
HQB-267_c00002_NODE_2_...region001	181
HQB-323_Plas2.region001	181
HQB-325_c00033_NODE_33...region001	186
HQB-332_c00008_NODE_8_...region001	190
HQB-347_c00003_NODE_3_...region002	202
HQB-34_c00005_NODE_5_...region001	205
HQB-361_c00001_NODE_1_...region001	209
HQB-361_c00002_NODE_2_...region001	210
HQB-281_c00002_NODE_2_...region002	212
HQB-361_c00003_NODE_3_...region001	212
HQB-372_c00001_NODE_1_...region001	212
HQB-473_c00002_NODE_2_...region001	212
HQB-491_c00001_NODE_1_...region001	212
HQB-372_c00016_NODE_16...region001	213
HQB-399_c00001_NODE_1_...region001	214
HQB-399_c00001_NODE_1_...region002	215
HQB-39_c00007_NODE_7_...region001	219
HQB-150_c00010_NODE_10...region001	223
HQB-152_Chr1.region006	223
HQB-267_c00003_NODE_3_...region002	223
HQB-410_c00002_NODE_2_...region001	223
HQB-429_c00002_NODE_2_...region001	223
HQB-476_NZ_CP016268.1.region002	223
HQB-91_c00002_NODE_2_...region001	223
HQB-410_c00002_NODE_2_...region002	224
HQB-410_c00007_NODE_7_...region001	229
HQB-410_c00009_NODE_9_...region001	230
HQB-429_c00007_NODE_7_...region001	243
HQB-429_c00001_NODE_1_...region001	245
HQB-440_Chr1.region002	245
HQB-440_Chr1.region003	246
